File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2017-P-5081-0005_Response_from_FDA_CDER_to_Pfizer_Essential_Health_.pdf,6/4/2020,"No date recognized by ChatGPT, but apparent upon a quick scan.","Center for Drug Evaluation and Research (CDER)
",Partially Approved / Partially Denied,"- 21 CFR 10.115(g)(5)
- 21 CFR 10.115(d)
- 21 CFR 10.115(h)
- 21 CFR 314.3(b)
- 21 CFR 314.94
- 21 CFR 314.94(a)
- 21 CFR 314.94(a)(7)
- 21 CFR 314.127(a)(6)(i)
- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- Public Law 98-417 (Hatch-Waxman Amendments)","The FDA issued a draft PSG for generic versions of Estring and provided time for public input, meeting part of the petition’s request. However, it denied other parts because:
- PSGs are not legally binding and cannot impose mandatory requirements.
- FDA does not need a PSG to approve an ANDA.
- ANDA applicants can proceed without PSGs if they meet the statutory requirements.
- The Agency will consider public comments before finalizing the PSG. FDA cited its discretion in determining the appropriate bioequivalence (BE) methodologies and emphasized that the draft PSG reflects its current thinking, not regulatory mandates",FALSE,
FDA-2017-P-5082-0014_Interim_Response_Letter_from_FDA_CFSAN_to_ChromaDe.pdf,2/15/2018,,Center for Food Safety and Applied Nutrition (CFSAN),Interim Response,"21 CFR 10.30(e)(2)
","The FDA has not made a decision on the petition within the first 180 days due to competing agency priorities. However, the petition is currently under active evaluation
",FALSE,
FDA-2017-P-5090-0003_Interim_Response_Letter_from_CDER_to_Macleods_Phar.pdf,2/1/2018,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ","Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","The FDA has not made a decision on the petition due to the need to prioritize other agency matters. The interim response was issued in compliance with 21 CFR 10.30(e)(2), and the agency assured that the petition is still under consideration
",FALSE,
FDA-2017-P-5090-0004_Response_Letter_from_CDER_to_Macleods_Pharmaceutic.pdf,3/14/2019,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- Section 505(j) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. § 355(j))
- 21 CFR 314.3(b)
- 21 CFR 314.94(a)(3)","FDA granted the petition because the previously selected reference standard (ANDA 090829) is no longer available in the market. Based on available information, including commercial data, FDA determined that the 4 mcg strength of paricalcitol capsule (ANDA 202539) was appropriate to serve as the new reference standard. This selection ensures consistency and viability for future bioequivalence testing among applicants.
",FALSE,
FDA-2017-P-5114-0007_Petition_Response_Letter.pdf,11/21/2017,,"Center for Drug Evaluation and Research (CDER)
",Approved (Determination Issued),Not mentioned.,"FDA reviewed its records and confirmed that the 15 mg strength of Trintellix was not withdrawn for safety or efficacy reasons. Therefore, it will remain in the “Discontinued Drug Product List” section of the Orange Book, and ANDAs referencing the 15 mg (as well as 5 mg, 10 mg, and 20 mg) can be approved if all other requirements are met.
",FALSE,
FDA-2017-P-5118-1369_Interim_Response_Letter_from_FDA_CFSAN_to_Gluten_F.pdf,2/13/2018,One stamp reflects February 13 and another reflects February 15.,Center for Food Safety and Applied Nutrition (CFSAN),Interim Response,"- 21 CFR 101.91 (Gluten-Free Labeling Rule)
- 21 CFR 10.30(e)(2)","The FDA has not reached a decision on the petition due to competing agency priorities. The agency states the petition is currently under active evaluation by its staff
",FALSE,
FDA-2017-P-5124-0004_Final_Response_Letter_from_FDA_to_Hyman__Phelps___.pdf,1/31/2018,,Center for Devices and Radiological Health (CDRH),Approved,"- Section 510(m)(2) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- 21 CFR 872.3570
- 21 CFR 872.9","FDA reviewed the petition and determined that premarket notification is not necessary to ensure the safety and effectiveness of OTC denture repair kits. No public comments were received opposing the exemption. Therefore, the devices will remain Class II (special controls) under 21 CFR 872.3570 and be exempt from 510(k) requirements, subject to limitations under 21 CFR 872.9
",FALSE,
FDA-2017-P-5205-0003_Interim_Response_Letter_from_FDA_CDER_to_Xiromed__.pdf,2/14/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","FDA stated it has not been able to reach a decision due to other agency priorities. The petition is still under consideration and a full response will be provided as soon as feasible
",FALSE,
FDA-2017-P-5205-0004_Letter_re_Citizen_Petition_from_FDA_CDER_ORP_to_Xi.pdf,10/23/2018,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- Section 505(j) of the FD&C Act (21 U.S.C. § 355(j))
- 21 CFR 314.3(b)
- 21 CFR 314.94(a)(3)
- 21 CFR 314.161
- 21 CFR 314.122","The originally designated RLD (Biaxin tablets approved under NDA 050662) is no longer available on the market. FDA determined that ANDA 065489 (Aurobindo’s clarithromycin tablets) is a suitable replacement, as it is the market leader based on commercial data. This substitution ensures continuity for bioequivalence testing requirements
",FALSE,
FDA-2017-P-5370-0011_Interim_Response_from_FDA_to_Dennis_Ryll_Redacted.pdf,2/26/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","The petition raises complex issues that require extensive review and analysis by FDA officials. As such, a decision has not yet been made, but the petition remains under consideration
",FALSE,
FDA-2017-P-5396-1001_Interim_Response_from_FDA_to_Physicians_for_Respon.pdf,2/28/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,21 CFR 10.30(e)(2),"The petition raises significant issues that require extensive review and analysis by FDA officials. The Agency has not yet reached a decision but will respond once it does
",FALSE,
FDA-2017-P-5477-0014_Petition_Denial_Letter_from_FDA_CDER_to_Hyman_Phel.pdf,2/2/2018,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 505(q) of the FD&C Act (21 U.S.C. § 355(q))
- 21 CFR 314.105, 314.125, 314.127, 314.110, 314.200
- Section 505(c)(1)(B), 505(d) of the FD&C Act","The FDA denied the petition without commenting on the specific requests, stating that no final decision had yet been made on whether to approve any ANDA referencing Tyvaso. The agency emphasized that the statutory review process must be followed and that premature determinations on specific ANDA components outside that process could compromise procedural fairness for applicants. Thus, FDA did not consider it appropriate to issue piecemeal decisions on pending applications through the citizen petition process
",FALSE,
FDA-2017-P-5592-0005_Interim_Response_from_FDA_to_International_Isotope.pdf,3/8/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","The FDA has not reached a decision due to the need to address other agency priorities. The petition, which requested a determination that Sodium Iodide I-123 oral solution was not discontinued for safety or effectiveness reasons, is still under review
",FALSE,
FDA-2017-P-5787-0221_Interim_Response_from_FDA_to_Post_Finasteride_Synd.pdf,3/15/2018,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2)
","The petition raises complex issues that require extensive review and analysis by FDA officials. The agency has not reached a decision but assured that a response will follow once the review is complete
",FALSE,
FDA-2017-P-5787-0242_Final_Response_Letter_from_FDA_CDER_to_Post_Finast.pdf,6/8/2022,,Center for Drug Evaluation and Research (CDER),Partially Approved / Partially Denied,"- 21 U.S.C. § 355(e), § 505(d), § 505(o)(4), § 505-1(b)(3), § 505-1(f)(1)
- 21 CFR §§ 314.70, 314.80, 314.81, 314.150, 314.102, 201.56, 201.57
- Wyeth v. Levine, 555 U.S. 555 (2009)
- Various FDA guidances on labeling and pharmacovigilance","- The FDA reviewed the petition, supplements, clinical data, literature, postmarketing reports, and pharmacovigilance analysis.
- It found insufficient scientific evidence to support a causal association between Propecia and many of the proposed risks (e.g., major depressive disorder, suicidal ideation, persistent sexual dysfunction, male infertility).
- It acknowledged possible concerns from postmarketing reports, particularly regarding suicidal ideation/behavior, and mandated label updates to reflect this.
- For other claims, including adding Boxed Warnings or changes to contraindications, the evidence was either inconclusive, methodologically flawed, or not generalizable.
- The FDA emphasized that labeling must reflect reasonable evidence of a causal relationship, and existing postmarketing labeling already addressed some concerns.
",FALSE,
FDA-2017-P-5799-0004_Interim_Response_Letter_From_FDA_CDER_to_Granules_.pdf,3/13/2018,,Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) — Regulation regarding interim responses to citizen petitions.
","The FDA cited high demand on agency resources and the need to prioritize other issues as the reason for not yet resolving the petition.

",FALSE,
FDA-2017-P-5799-0005_Response_Letter_From_FDA_CDER_to_Granules_Pharmace.pdf,10/17/2018,,Center for Drug Evaluation and Research (CDER),Approved,"- 21 U.S.C. § 355(j) (Section 505(j) of the FD&C Act)
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- 21 CFR § 314.161(a)
- 21 CFR § 314.122(a)","- The prior reference listed drug (Tranxene 15 mg tablets) is no longer marketed.
- FDA found that ANDA 071858 (held by Mylan) was appropriate as the new reference standard due to:
• Its commercial availability
• Status as market leader, as determined by FDA commercial data
- FDA confirmed this move aligns with regulatory provisions for replacing a reference standard when the RLD is discontinued",FALSE,
FDA-2017-P-5845-0003_Interim_Response__Letter_from_FDA_CDER_to_B_H_Cons.pdf,3/28/2018,"Date was incorrectly identified by ChatGPT, but date has been manually adjusted. ",Center for Drug Evaluation and Research (CDER),Interim Response,"21 CFR 10.30(e)(2) — Pertaining to interim responses to citizen petitions
","The FDA stated that it was unable to reach a decision due to the need to address other Agency priorities and high demand on resources
",FALSE,
FDA-2017-P-5845-0004_Letter_from_FDA_CDER_to_B_H_Consulting_Services__I.pdf,4/5/2019,,Center for Drug Evaluation and Research (CDER),Partially Approved / Partially Denied,"- 21 U.S.C. § 355(j)
- 21 CFR § 314.3(b)
- 21 CFR § 314.94(a)(3)
- Abbreviated New Drug Applications and 505(b)(2) Applications, 81 FR 69580, 69619 (Oct. 6, 2016)","- The existing reference standard (ketoconazole tablets, ANDA 075273) is no longer being manufactured or marketed and was moved to the Discontinued Drug Product List in the Orange Book.
- FDA agreed with the petitioner that a new reference standard was warranted.
- FDA did not select ANDA 075597 (Mylan) as the new reference because it determined that ANDA 075319 (Taro) was more appropriate based on commercial data showing it is the market leader.
- The final decision aimed to ensure availability for in vivo bioequivalence testing",FALSE,
FDA-2017-P-5909-0004_Petition_Response_Letter.pdf,11/21/2017,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"Not Mentioned — The letter does not reference specific statutes or federal regulations.
","- FDA conducted a review of its internal records.
- It determined that Trintellix (EQ 15 mg) was not withdrawn for safety or efficacy reasons.
- As a result, this strength remains listed in the Discontinued Drug Product List.
- Other strengths (5 mg, 10 mg, 20 mg) are still marketed and do not require such a determination.
- ANDAs referencing any of these strengths may still be approved, provided they meet all legal and regulatory requirements",FALSE,"Relevant to Docket Nos. FDA-2017-P-3989, FDA-2017-P-4195, FDA-2017-P-5114, FDA-2017-P-5909, FDA-2017-P-5910, and FDA-2017-P-5967"
FDA-2017-P-5910-0004_Petition_Response_Letter.pdf,11/21/2017,,Center for Drug Evaluation and Research (CDER),Approved (Determination Issued),"Not Mentioned — The letter does not reference specific statutes or federal regulations.
","- FDA conducted a review of its internal records.
- It determined that Trintellix (EQ 15 mg) was not withdrawn for safety or efficacy reasons.
- As a result, this strength remains listed in the Discontinued Drug Product List.
- Other strengths (5 mg, 10 mg, 20 mg) are still marketed and do not require such a determination.
- ANDAs referencing any of these strengths may still be approved, provided they meet all legal and regulatory requirements",FALSE,"Relevant to Docket Nos. FDA-2017-P-3989, FDA-2017-P-4195, FDA-2017-P-5114, FDA-2017-P-5909, FDA-2017-P-5910, and FDA-2017-P-5967"
