File Name,Date of Response,Identity of Submitting Entity,Source_Year
FDA-2020-P-0978-0007_Partial_Response_Letter_from_FDA_CDER_to_Valisure_.pdf,"May 28, 2020",FDA CDER to Valisure,2020
FDA-2020-P-0978-0009_Response_Letter_from_FDA_CDER_to_Valisure__LLC.pdf,"June 12, 2020",FDA CDER to Valisure  LLC,2020
FDA-2020-P-0983-0004_Final_Response_from_FDA_CDER_to_grBiosystems_Inc_.pdf,"February 27, 2020",FDA CDER to grBiosystems Inc,2020
FDA-2020-P-1016-0009_Interim_response_from_FDA_CDER_to_CellTrion__Inc_.pdf,"August 26, 2020",FDA CDER to CellTrion  Inc,2020
FDA-2020-P-1052-0004_Tentative_Response_from_FDA_CTP_to_National_Tobacc.pdf,"August 17, 2020",FDA CTP to National Tobacc,2020
FDA-2020-P-1072-0005_Response_Letter_from_FDA_CDER_to_Yiling_Pharmaceut.pdf,"March 10, 2020",FDA CDER to Yiling Pharmaceut,2020
FDA-2020-P-1166-0005_Agency_Response__Letter_from_FDA_CDRH_to_Eckert_Se.pdf,"March 27, 2020",FDA CDRH to Eckert Se,2020
FDA-2020-P-1166-0006_Agency_Response_Letter_from_FDA_CDRH_to_Eckert_Sea.pdf,"June 11, 2022",FDA CDRH to Eckert Sea,2020
FDA-2020-P-1246-0004_Response_Letter_from_FDA_CDER_to_Fresenius_Kabi_US.pdf,"April 2, 2020",FDA CDER to Fresenius Kabi US,2020
FDA-2020-P-1247-0005_Interim_Response_Letter_from_FDA_CDER_to_Belcher_P.pdf,"April 2, 2020",FDA CDER to Belcher P,2020
FDA-2020-P-1247-0006_Final_Response_Letter_from_FDA_CDER_to_Belcher_Pha.pdf,"April 2, 2020",FDA CDER to Belcher Pha,2020
FDA-2020-P-1334-0034_Interim_Response_from_FDA_CDER_to_TherapeuticsMD__.pdf,"May 1, 2020",FDA CDER to TherapeuticsMD,2020
FDA-2020-P-1344-0007_Response_Letter_from_FDA_CDER_to_Lachman_Consultan.pdf,"October 12, 2023",FDA CDER to Lachman Consultan,2020
FDA-2020-P-1369-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"May 8, 2020",FDA CDER to Hyman  Ph,2020
FDA-2020-P-1423-0061_Interim_response_letter_from_FDA_CFSAN.pdf,5/26/20,FDA CFSAN,2020
FDA-2020-P-1506-0009_Partial_Interim_Response_from_FDA_CVM_to_Daniel_Wa(1).pdf,"December 17, 2020",FDA CVM to Daniel Wa(1),2020
FDA-2020-P-1506-0009_Partial_Interim_Response_from_FDA_CVM_to_Daniel_Wa.pdf,"December 17, 2020",FDA CVM to Daniel Wa(1),2020
FDA-2020-P-1506-0010_Final_Response_Letter_from_FDA_CVM_to_Animal_Legal.pdf,"February 28, 2025",FDA CVM to Animal Legal,2020
FDA-2020-P-1511-0009_Interim_Response_Letter_from_FDA_CDER_to_Annora_Ph.pdf,"June 5, 2020",FDA CDER to Annora Ph,2020
FDA-2020-P-1511-0011_Final_Response_Letter_from_FDA_CDER_to_Annora_Phar.pdf,"June 6, 2020",FDA CDER to Annora Phar,2020
FDA-2020-P-1523-0003_Response_Letter_from_FDA_CFSAN_to_Wine_America.pdf,6/9/20,FDA CFSAN to Wine America,2020
FDA-2020-P-1540-0003_Interim_Response_to_Alliance_For_Natural_Health_US.pdf,"June 10, 2020",Alliance For Natural Health US,2020
FDA-2020-P-1540-0005_Final_Response_Letter_from_FDA_CDER_to_Alliance_fo.pdf,"June 10, 2020",FDA CDER to Alliance fo,2020
FDA-2020-P-1549-0007_Final_Response_Letter_from_FDA_CDER_to_Windels_Mar.pdf,"June 10, 2020",FDA CDER to Windels Mar,2020
FDA-2020-P-1582-0004_180_Day_Interim_Response_Letter_to_the_Council_for.pdf,"November 17, 2020",the Council for,2020
FDA-2020-P-1582-0005_Response_Letter_from_FDA_CFSAN_to_The_Council_for_.pdf,"January 26, 2023",FDA CFSAN to The Council for,2020
FDA-2020-P-1601-0069_Denial_Letter_from_FDA_CBER_to_Siri___Glimstad_LLP.pdf,"December 11, 2020",FDA CBER to Siri   Glimstad LLP,2020
FDA-2020-P-1601-0071_Response_to_Siri___Glimstad_LLP_form_FDA_CBER.pdf,"June 18, 2021",Siri   Glimstad LLP form FDA CBER,2020
FDA-2020-P-1611-0016_Interim_Response_letter_from_FDA_CDER_to_Public_Ci.pdf,"June 24, 2020",FDA CDER to Public Ci,2020
FDA-2020-P-1617-0004_Interim_Response_letter_from_FDA_CDER_to_E4_Consul.pdf,"June 24, 2020",FDA CDER to E4 Consul,2020
FDA-2020-P-1674-0022_Response_Letter_from_FDA_CDER_to_Putting_Rare_Dise.pdf,"July 15, 2020",FDA CDER to Putting Rare Dise,2020
FDA-2020-P-1689-0012_Interim_Response_from_FDA_CBER_to_Lassman_Law___Po.pdf,"July 20, 2020",FDA CBER to Lassman Law   Po,2020
FDA-2020-P-1768-0048_Interim_Response_Letter_from_FDA_CBER_to_Siri___Gl.pdf,"October 16, 2020",FDA CBER to Siri   Gl,2020
FDA-2020-P-1768-0049_Final_Response_Letter_from_FDA_CBER_to_Siri___Glim.pdf,"July 18, 2023",FDA CBER to Siri   Glim,2020
FDA-2020-P-1831-0039_Response_Letter_from_FDA_CDER_to_Meenal_Kheterpal_.pdf,,FDA CDER to Meenal Kheterpal,2020
FDA-2020-P-1859-0006_Denial_Letter_Final_response_for_Suitability_Petit.pdf,"September 8, 2020",,2020
FDA-2020-P-1864-0004_Response_Letter_from_FDA_CDRH_to_Kambiz_Tajkarimi_.pdf,"May 9, 2023",FDA CDRH to Kambiz Tajkarimi,2020
FDA-2020-P-1991-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"September 21, 2020",FDA CDER to Hyman  Ph,2020
FDA-2020-P-2003-0455_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"March 15, 2021",FDA CFSAN to,2020
FDA-2020-P-2005-0006_Approval_letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"September 23, 2020",FDA CDER to Hyman  Phelps   M,2020
FDA-2020-P-2008-0007_Response_Letter_from_FDA_CDRH_to_Andy_Zeltwanger.pdf,9/24/20,FDA CDRH to Andy Zeltwanger,2020
FDA-2020-P-2010-0007_Interim_Response_Letter_from_FDA_CDRH_to_Philips_R.pdf,"September 22, 2020",FDA CDRH to Philips R,2020
FDA-2020-P-2033-0005_Interim_Response_Letter_from_FDA_DMS_to_Kentucky_D.pdf,"March 29, 2021",FDA DMS to Kentucky D,2020
FDA-2020-P-2048-0004_Interim_Response_Letter_from_FDA_CDER_to_Fresenius.pdf,"October 4, 2020",FDA CDER to Fresenius,2020
FDA-2020-P-2048-0006_Response_Letter_from_FDA_CDER_to_Fresenius_Kabi_US.pdf,"October 4, 2020",FDA CDER to Fresenius Kabi US,2020
FDA-2020-P-2060-0003_Interim_Response_from_FDA_CDRH_to_Penn_Avenue_Law_.pdf,"October 7, 2020",FDA CDRH to Penn Avenue Law,2020
FDA-2020-P-2060-0005_Final_Response_Letter_from_FDA_CDRH_to_Christine_B.pdf,10/8/20,FDA CDRH to Christine B,2020
FDA-2020-P-2067-0006_Final_Response_Letter_from_FDA_CDER_to_Hyman__Phel.pdf,"October 12, 2020",FDA CDER to Hyman  Phel,2020
FDA-2020-P-2102-0005_Approval_Letter.pdf,"October 19, 2020",,2020
FDA-2020-P-2133-0003_Interim_Response_Letter_from_FDA_CDER_to_Fresenius(1).pdf,"October 26, 2020",FDA CDER to Fresenius(1),2020
FDA-2020-P-2133-0003_Interim_Response_Letter_from_FDA_CDER_to_Fresenius.pdf,"October 26, 2020",FDA CDER to Fresenius(1),2020
FDA-2020-P-2133-0004_Response_Letter_from_FDA_CDER_to_Fresenius_Kabi_US.pdf,"October 26, 2020",FDA CDER to Fresenius Kabi US,2020
FDA-2020-P-2134-0003_Interim_Response_Letter_from_FDA_CFSAN_to_Natural_.pdf,10/27/20,FDA CFSAN to Natural,2020
FDA-2020-P-2136-0005_Interim_Response_from_FDA_CBER_to_Siri___Glimstad_.pdf,"October 28, 2020",FDA CBER to Siri   Glimstad,2020
FDA-2020-P-2136-0006_Final_Response_from_FDA_CBER_to_Siri___Glimstad__L.pdf,"September 5, 2023",FDA CBER to Siri   Glimstad  L,2020
FDA-2020-P-2180-0070_Denial_Letter_from_FDA_CBER_to_Siri___Glimstad_LLP.pdf,"December 11, 2020",FDA CBER to Siri   Glimstad LLP,2020
FDA-2020-P-2212-0051_Interim_response_from_FDA_CDER_to_Encore_Dermatolo.pdf,"November 13, 2020",FDA CDER to Encore Dermatolo,2020
FDA-2020-P-2213-0031_Interim_Response_Letter_from_FDA_CDER_to_Kenneth_E.pdf,"November 17, 2020",FDA CDER to Kenneth E,2020
FDA-2020-P-2213-0045_Final_Response_from_FDA_CDER_to_Kenneth_Surprenant.pdf,"July 29, 2016",FDA CDER to Kenneth Surprenant,2020
FDA-2020-P-2225-0008_SOA_Denial_Letter_from_FDA_CBER__to_Siri___Glimsta.pdf,"December 11, 2020",FDA CBER  to Siri   Glimsta,2020
FDA-2020-P-2236-0003_Response_Letter_from_FDA_CDER_to_Covington___Burli.pdf,"November 25, 2020",FDA CDER to Covington   Burli,2020
FDA-2020-P-2236-0004_Final_Response_to_Covington___Burling_LLP_from_FDA.pdf,"November 25, 2020",FDA,2020
FDA-2020-P-2244-0010_Response_Letter_from_FDA_CDER_to_Camargo_Pharmaceu.pdf,"December 1, 2020",FDA CDER to Camargo Pharmaceu,2020
FDA-2020-P-2276-0011_Interim_Response_Letter_from_FDA_CFSAN_to_Environm.pdf,"December 9, 2020",FDA CFSAN to Environm,2020
FDA-2020-P-2289-0005_Response_Letter_from_FDA_CDRH_to_James_N__Czaban__.pdf,"December 5, 2022",FDA CDRH to James N  Czaban,2020
FDA-2020-P-2296-0025_Interim_Response_Letter_from_FDA_CDER_to_Parentera.pdf,"December 1, 2020",FDA CDER to Parentera,2020
FDA-2020-P-2296-0026_Interim_response_from_FDA_CDER_to_Parenteral_Techn.pdf,"January 25, 2023",FDA CDER to Parenteral Techn,2020
FDA-2020-P-2301-0004_Response_Letter_from_FDA_CDER_to_Alpha_Cognition_U.pdf,"December 10, 2020",FDA CDER to Alpha Cognition U,2020
FDA-2020-P-2312-0004_Tentative_Response_Letter_from_FDA_CVM_to_Covingto.pdf,"May 18, 2021",FDA CVM to Covingto,2020
FDA-2020-P-2312-0005_Final_Response_Letter_from_FDA_CVM_to_Covington___.pdf,"November 2, 2023",FDA CVM to Covington,2020
FDA-2020-P-2313-0004_Tentative_Response_Letter_from_FDA_CVM_to_Covingto.pdf,"May 18, 2021",FDA CVM to Covingto,2020
FDA-2020-P-2313-0005_Final_Response_Letter_from_FDA_CVM_to_Covington___.pdf,"November 3, 2023",FDA CVM to Covington,2020
FDA-2020-P-2317-0004_Response_Letter_from_FDA_CDER_to_Baxter_Healthcare.pdf,"December 21, 2020",FDA CDER to Baxter Healthcare,2020
FDA-2020-P-2322-0003_Interim_Response_to_Covington___Burling_LLP_from_F.pdf,"December 17, 2020",F,2020
FDA-2020-P-2360-0068_Response_Letter_from_FDA_CVM_to_Pet_Schooled.pdf,"June 30, 2021",FDA CVM to Pet Schooled,2020
FDA-2021-P-0434-0003_Interim_Response_from_FDA_CDER_to_Braintree.pdf,"May 4, 2021",FDA CDER to Braintree,2021
FDA-2021-P-0523-0006_Response_Letter_from_FDA_CFSAN_to_Council_for_Resp.pdf,"November 24, 2021",FDA CFSAN to Council for Resp,2021
FDA-2021-P-0530-0086_Interim_Response_from_CDER_to_OptiNose_US_Inc.pdf,"June 1, 2021",CDER to OptiNose US Inc,2021
FDA-2021-P-0533-0017_Interim_Response_from_FDA_CDER_to_RVL_Pharmaceutic.pdf,"June 2, 2021",FDA CDER to RVL Pharmaceutic,2021
FDA-2021-P-0550-0044_Interim_Response_Letter_from_FDM_CDER_to_Baker___H.pdf,"June 16, 2021",FDM CDER to Baker   H,2021
FDA-2021-P-0581-0007_Interim_Response_Letter_from_FDA_CDER_to_Intertek_.pdf,"June 17, 2021",FDA CDER to Intertek,2021
FDA-2021-P-0582-0006_Response_Letter_from_FDA_CDRH_to_James_McKim_Redac.pdf,"August 28, 2021",FDA CDRH to James McKim Redac,2021
FDA-2021-P-0674-0006_Agency_Response_Letter_FDA_CDER_to_Hyman__Phelps__.pdf,"July 2, 2021",Hyman  Phelps,2021
FDA-2021-P-0680-0020_Response_Letter_from_FDA_CDER_to_Joe_DiNardo_and_C.pdf,7/9/21,FDA CDER to Joe DiNardo and C,2021
FDA-2021-P-0700-0003_Response_Letter_from_FDA_CVM_to_Eric_Nault_Redacte.pdf,"January 5, 2022",FDA CVM to Eric Nault Redacte,2021
FDA-2021-P-0700-0004_Final_Response_Letter_from_FDA_CVM_to_Eric_Nault__.pdf,"August 2, 2024",FDA CVM to Eric Nault,2021
FDA-2021-P-0705-0003_Interim_Response_Letter_from_FDA_CDER_to_Catalyst_.pdf,"July 8, 2021",FDA CDER to Catalyst,2021
FDA-2021-P-0882-0003_Tentative_Response_Letter_from_FDA_CVM_to_Chelsea_.pdf,"February 2, 2022",FDA CVM to Chelsea,2021
FDA-2021-P-0885-0006_Response_Letter_from_FDA_CDER_to_Zydus_Pharmaceuti.pdf,"August 10, 2021",FDA CDER to Zydus Pharmaceuti,2021
FDA-2021-P-0893-0077_Interim_Response_Letter_from_FDA_CDER_to_Sidley_Au.pdf,4/1/2022,FDA CDER to Sidley Au,2021
FDA-2022-P-0032-0005_Interim_Response_Letter_from_Cristina_Maria_Rosa_R.pdf,"June 29, 2022",Cristina Maria Rosa R,2022
FDA-2022-P-0058-0003_Final_Response_from_FDA_CVM_to__Donavan_Melton_Red.pdf,1/11/22,FDA CVM to  Donavan Melton Red,2022
FDA-2022-P-0063-0003_Tentative_Response_Letter_from_FDA_CVM_to_Krysta_F.pdf,1/11/22,FDA CVM to Krysta F,2022
FDA-2022-P-0063-0004_Final_Response_Letter_from_FDA_CVM_to_Krysta_Fox__.pdf,"August 2, 2024",FDA CVM to Krysta Fox,2022
FDA-2022-P-0068-0003_Interim_Response_from_FDA_CDER_to_HYMAN__PHELPS___.pdf,"January 11, 2022",FDA CDER to HYMAN  PHELPS,2022
FDA-2022-P-0069-0005_Response_Letter_from_FDA_CDER_to_Aurobindo_Pharma_.pdf,"January 11, 2022",FDA CDER to Aurobindo Pharma,2022
FDA-2022-P-0077-0004_Response_Letter_from_FDA_CDER_to_Aurobindo_Pharma_.pdf,"January 14, 2022",FDA CDER to Aurobindo Pharma,2022
FDA-2022-P-0088-0003_180_day_Interim_response_from_FDA_CFSAN_to_Tufts_U.pdf,"July 22, 2022",FDA CFSAN to Tufts U,2022
FDA-2022-P-0095-0004_Final_Response_from_FDA_CVM_to_HARRY_DUTY_Redacted.pdf,1/26/22,FDA CVM to HARRY DUTY Redacted,2022
FDA-2022-P-0107-0004_Final_Response_from_FDA_CVM_to_Pet_Schooled__Redac.pdf,1/28/22,FDA CVM to Pet Schooled  Redac,2022
FDA-2022-P-0110-0005_180_Day_Response_Letter_from_FDA_CFSAN_to_Center_f.pdf,"July 18, 2022",FDA CFSAN to Center f,2022
FDA-2022-P-0115-0004_Agency_Response_Letter_from_FDA_CDER_to_Baxter_Hea.pdf,"February 2, 2022",FDA CDER to Baxter Hea,2022
FDA-2022-P-0120-0004_Final_Response_Letter_from_FDA_CVM_to_Chelsea_Kent.pdf,2/4/22,FDA CVM to Chelsea Kent,2022
FDA-2022-P-0121-0003_Final_Response_from_FDA_CVM_to__Pet_Schooled_Redac.pdf,2/4/22,FDA CVM to  Pet Schooled Redac,2022
FDA-2022-P-0122-0004_Agency_Response_Letter_from_FDA_CBER_to_Jianqing_W.pdf,2/7/22,FDA CBER to Jianqing W,2022
FDA-2022-P-0126-0003_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty_R.pdf,"April 6, 2022",FDA CVM to Harry Duty R,2022
FDA-2022-P-0144-0030_Interim_response_from_FDA_CDER_to_Axinn__Veltrop__.pdf,"February 8, 2022",FDA CDER to Axinn  Veltrop,2022
FDA-2022-P-0144-0032_Final_Response_from_FDA_CDER_to_Axinn_Veltrop_and_.pdf,"February 8, 2022",FDA CDER to Axinn Veltrop and,2022
FDA-2022-P-0149-0013_Interim_response_from_FDA_CDER_to_Public_Citizen_s.pdf,"February 8, 2022",FDA CDER to Public Citizen s,2022
FDA-2022-P-0149-0014_Response_Letter_from_FDA_CDER_to_Public_Citizen_s_.pdf,"February 8, 2022",FDA CDER to Public Citizen s,2022
FDA-2022-P-0151-0006_Approval_Letter_from_FDA_CDER_to_Ascend_Laboratori.pdf,"February 9, 2022",FDA CDER to Ascend Laboratori,2022
FDA-2022-P-0152-0003_Final_Response_Letter_from_FDA_CDER_to_Qilu_Pharma.pdf,"February 10, 2022",FDA CDER to Qilu Pharma,2022
FDA-2022-P-0155-0006_Final_Response_Letter_from_FDA_CDER_to_Kleinfeld_K.pdf,"February 10, 2022",FDA CDER to Kleinfeld K,2022
FDA-2022-P-0160-0012_Interim_response_from_FDA_CDER_to_Ferring_Pharmace.pdf,"February 10, 2022",FDA CDER to Ferring Pharmace,2022
FDA-2022-P-0172-0004_Final_Response_from_FDA_CVM_to_Ronald_Brock___Reda.pdf,2/14/22,FDA CVM to Ronald Brock   Reda,2022
FDA-2022-P-0174-0004_Final_Response_Final_Response_from_FDA_CVM_to_Rona.pdf,2/14/22,FDA CVM to Rona,2022
FDA-2022-P-0182-0003_Interim_response_from_FDA_CFSAN_to_Center_for_Food.pdf,"August 11, 2022",FDA CFSAN to Center for Food,2022
FDA-2022-P-0195-0004_180_day_Response_Letter_from_FDA_CFSAN_to_Connor_C.pdf,"December 8, 2023",FDA CFSAN to Connor C,2022
FDA-2022-P-0200-0006_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"February 18, 2022",FDA CDER to Lachman Con,2022
FDA-2022-P-0208-0003_Final_Response_from_FDA_ORA_to_Harry_Duty_REDACTED.pdf,2/22/22,FDA ORA to Harry Duty REDACTED,2022
FDA-2022-P-0209-0004_Tentative_Response_Letter_from_FDA_CVM_to_Harry_Du.pdf,"September 19, 2022",FDA CVM to Harry Du,2022
FDA-2022-P-0209-0005_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty_R.pdf,2/22/22,FDA CVM to Harry Duty R,2022
FDA-2022-P-0213-0004_Final_Response_Letter_from_FDA_CVM_to_Leslie_Novos.pdf,"August 2, 2024",FDA CVM to Leslie Novos,2022
FDA-2022-P-0215-0019_Final_Response_Letter_from_FDA_CDER_to_Jonathan_H_.pdf,"February 24, 2022",FDA CDER to Jonathan H,2022
FDA-2022-P-0220-0003_Interim_Response_Letter_from_FDA_CVM_to_Pet_School.pdf,"August 17, 2022",FDA CVM to Pet School,2022
FDA-2022-P-0234-0005_Final_Response_from_FDA_CDRH_to_Pink_Concussions.pdf,"November 6, 2022",FDA CDRH to Pink Concussions,2022
FDA-2022-P-0237-0003_Agency_Response_Letter_from_FDA_OP_to_Only_Orphans.pdf,"August 23, 2022",FDA OP to Only Orphans,2022
FDA-2022-P-0253-0004_Final_Response_Letter_from_FDA_CVM_to_Tyler_Burch_.pdf,"August 2, 2024",FDA CVM to Tyler Burch,2022
FDA-2022-P-0256-0004_Interim_Response_from_FDA_CFSAN_to_Center_for_Scie.pdf,"September 2, 2022",FDA CFSAN to Center for Scie,2022
FDA-2022-P-0270-0003_Interim_Response_Letter_from_FDA_CBER_to_Sanofi_Pa.pdf,"March 2, 2022",FDA CBER to Sanofi Pa,2022
FDA-2022-P-0287-0003_Interim_Response_letter_from_FDA_CDER_to_Kabi_USA_.pdf,"March 3, 2022",FDA CDER to Kabi USA,2022
FDA-2022-P-0290-0004_Interim_Response_Letter_from_FDA_CDER_to_Fresenius.pdf,"March 4, 2022",FDA CDER to Fresenius,2022
FDA-2022-P-0293-0004_180_day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"August 30, 2022",FDA CFSAN to,2022
FDA-2022-P-0299-0003_Tentative_Response_Letter_from_FDA_CVM_to_Donavan_.pdf,"August 31, 2022",FDA CVM to Donavan,2022
FDA-2022-P-0299-0004_Final_Response_Letter_from_FDA_CVM_to_Donavan_Melt.pdf,3/8/22,FDA CVM to Donavan Melt,2022
FDA-2022-P-0306-0003_Tentative_Response_Letter_from_FDA_CVM_to_Donavan_.pdf,"August 31, 2022",FDA CVM to Donavan,2022
FDA-2022-P-0306-0004_Final_Response_Letter_from_FDA_CVM_to_Donavan_Melt.pdf,3/9/22,FDA CVM to Donavan Melt,2022
FDA-2022-P-0307-0004_Tentative_Response_Letter_from_FDA_CVM_to_Chelsea_.pdf,"August 31, 2022",FDA CVM to Chelsea,2022
FDA-2022-P-0309-0003_Response_Letter_from_FDA_ORA_to_Harry_Dutty_Redact.pdf,"August 26, 2022",FDA ORA to Harry Dutty Redact,2022
FDA-2022-P-0310-0003_Response_Letter_from_FDA_ORA_to_Harry_Duty_Redacte.pdf,"August 26, 2022",FDA ORA to Harry Duty Redacte,2022
FDA-2022-P-0311-0003_Response_Letter_from_FDA_ORA_to_Harry_Duty_Redacte.pdf,"August 26, 2022",FDA ORA to Harry Duty Redacte,2022
FDA-2022-P-0324-0003_Interim_Response_from_FDA_CDER_to_Karl_Schwartz_Re.pdf,"September 2, 2022",FDA CDER to Karl Schwartz Re,2022
FDA-2022-P-0324-0004_Response_Letter_from_FDA_CDER_to_Karl_Schwartz.pdf,"March 11, 2022",FDA CDER to Karl Schwartz,2022
FDA-2022-P-0356-0004_Final_Response_Letter_from_FDA_CVM_to_Shasta_Evans.pdf,"August 2, 2024",FDA CVM to Shasta Evans,2022
FDA-2022-P-0392-0013_Final_Response__Letter_from_FDA_CFASN_to_American_.pdf,"July 22, 2022",FDA CFASN to American,2022
FDA-2022-P-0394-0003_Tentative_Response_Letter_from_FDA_CVM_to_Harry_Du.pdf,"September 19, 2022",FDA CVM to Harry Du,2022
FDA-2022-P-0394-0004_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty_R.pdf,3/25/22,FDA CVM to Harry Duty R,2022
FDA-2022-P-0395-0003_Final_CP_Response_Pet_Food_Testing_Records_from_FD.pdf,"September 12, 2022",FD,2022
FDA-2022-P-0395-0004_CP_Response_from_FDA_CVM_to_Harry_Duty_Redacted.pdf,3/23/22,FDA CVM to Harry Duty Redacted,2022
FDA-2022-P-0395-0005_Tentative_CP_Response_from_FDA_CVM_to_Harry_Duty_R.pdf,3/23/22,FDA CVM to Harry Duty R,2022
FDA-2022-P-0405-0003_Tentative_Response_Letter_from_FDA_CVM_to_Harry_Du.pdf,"September 19, 2022",FDA CVM to Harry Du,2022
FDA-2022-P-0405-0004_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty_R.pdf,3/25/22,FDA CVM to Harry Duty R,2022
FDA-2022-P-0451-0003_Interim_response_from_FDA_CVM_to_Chelsea_Kent.pdf,3/25/22,FDA CVM to Chelsea Kent,2022
FDA-2022-P-0475-0003_Response_Letter_from_FDA_CDER_to_Lachman_Consultan.pdf,"March 29, 2022",FDA CDER to Lachman Consultan,2022
FDA-2022-P-0476-0003_Interim_response_from_FDA_CDER_to_Lachman_Consulta.pdf,"March 29, 2022",FDA CDER to Lachman Consulta,2022
FDA-2022-P-0476-0004_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,"March 29, 2022",FDA CDER to Lachman Con,2022
FDA-2022-P-0509-0008_Interim_Response_Letter_from_FDA_CDER_to_Arnall_Go.pdf,"March 31, 2022",FDA CDER to Arnall Go,2022
FDA-2022-P-0536-0032_Final_Response_Letter_from_FDA_CDER_to_Bayer_U_S__.pdf,"September 2, 2022",FDA CDER to Bayer U S,2022
FDA-2022-P-0574-0003_Interim_Response_from_FDA_CVM_to_Harry_Duty_Redact.pdf,4/15/22,FDA CVM to Harry Duty Redact,2022
FDA-2022-P-0574-0004_Final_Response_Letter_from_FDA_CVM_to_Harry_Duty.pdf,"August 8, 2024",FDA CVM to Harry Duty,2022
FDA-2022-P-0585-0003_Interim_response_from_FDA_CDER_to_Odin_Pharmaceuti.pdf,"October 7, 2022",FDA CDER to Odin Pharmaceuti,2022
FDA-2022-P-0585-0005_Response_Letter_from_FDA_CDER_to_Odin_Pharmaceutic.pdf,"April 12, 2022",FDA CDER to Odin Pharmaceutic,2022
FDA-2022-P-0594-0006_Response_from_FDA_CDER_to_Fish___Richardson_P_C_.pdf,"April 14, 2022",FDA CDER to Fish   Richardson P C,2022
FDA-2022-P-0599-0003_Interim_Response_from_FDA_CDRH_to_Steven_A__Zecola.pdf,"October 5, 2022",FDA CDRH to Steven A  Zecola,2022
FDA-2022-P-0600-0004_Interim_Response_from_FDA_CFSAN_to_Daniel_Fabrican.pdf,"August 19, 2022",FDA CFSAN to Daniel Fabrican,2022
FDA-2022-P-0600-0005_Response_Letter_from_FDA_CFSAN_to_Natural_Products.pdf,"January 26, 2023",FDA CFSAN to Natural Products,2022
FDA-2022-P-0614-0005_Interim_Response_Letter_from_FDA_CDER_to_Yichang_H.pdf,"April 18, 2022",FDA CDER to Yichang H,2022
FDA-2022-P-0614-0007_Response_Letter_from_FDA_CDER_to_Yichang_Humanwell.pdf,"April 18, 2022",FDA CDER to Yichang Humanwell,2022
FDA-2022-P-0677-0005_Response_Letter_from_FDA_CBER_to_Fatima_Khan_Redac.pdf,"June 17, 2022",FDA CBER to Fatima Khan Redac,2022
FDA-2022-P-0704-0006_Response_Letter_from_FDA_CBER_to_San_Rocco_Therape.pdf,"August 17, 2022",FDA CBER to San Rocco Therape,2022
FDA-2022-P-0747-0008_Final_Response_Letter_from_FDA_CDER_to_RegCon_Solu.pdf,"May 5, 2022",FDA CDER to RegCon Solu,2022
FDA-2022-P-0754-0003_Final_Response_from_FDA_CVM_to_Pet_Schooled_Redact.pdf,5/10/22,FDA CVM to Pet Schooled Redact,2022
FDA-2022-P-0777-0003_Final_Response_from_FDA_CVM_to_Donavan_Melton_Reda.pdf,5/25/22,FDA CVM to Donavan Melton Reda,2022
FDA-2022-P-0872-0011_FDA_CBER_Response__to_Stay_of_Action_Citizen_Petit.pdf,"June 17, 2022",Stay of Action Citizen Petit,2022
FDA-2022-P-0896-0004_Interim_Response_from_FDA_CDER_to_Greenberg_Trauri.pdf,"May 24, 2022",FDA CDER to Greenberg Trauri,2022
FDA-2022-P-0896-0005_Final_Response_from_FDA_CDER_to_Greenberg_Traurig.pdf,"May 24, 2022",FDA CDER to Greenberg Traurig,2022
FDA-2022-P-0979-0006_Approval_Letter_from_FDA_CDER_to_ArentFox_Schiff_L.pdf,"June 3, 2022",FDA CDER to ArentFox Schiff L,2022
FDA-2022-P-1013-0004_Interim_Response_from_FDA_CDER_to_Medley_Pharmaceu.pdf,"June 6, 2022",FDA CDER to Medley Pharmaceu,2022
FDA-2022-P-1013-0006_Final_Response_from_FDA_CDER_to_Medley_Pharmaceuti.pdf,"June 6, 2022",FDA CDER to Medley Pharmaceuti,2022
FDA-2022-P-1039-0007_Response_Letter_from_FDA_CDER_to_Epic_Pharma__LLC.pdf,"June 7, 2022",FDA CDER to Epic Pharma  LLC,2022
FDA-2022-P-1065-0004_Interim_Response_Letter_from_FDA_CDRH_to_Allen_K__.pdf,6/9/22,FDA CDRH to Allen K,2022
FDA-2022-P-1104-0003_Interim_response_from_FDA_CDER_to_Medexus_Pharma__.pdf,"June 9, 2022",FDA CDER to Medexus Pharma,2022
FDA-2022-P-1104-0004_Final_Response_from_FDA_CDER_to_Medexus_Pharma__In.pdf,6/13/22,FDA CDER to Medexus Pharma  In,2022
FDA-2022-P-1125-0003_Tentative_Response_Letter_from_FDA_CVM_to_Harry_Du.pdf,6/13/22,FDA CVM to Harry Du,2022
