File Name,Date of Petition,Identity of Submitting Entity,Source_Year
FDA-2017-P-7034-0001_Citizen_Petition_from_Jubilant_Generics_Limited.pdf,"Dec 19, 2017",Jubilant Generics Limited,2017
FDA-2018-P-0033-0001_Citizen_Petition_from_Hyman__Phelps___McNamara.pdf,"January 2, 2018",Hyman  Phelps   McNamara,2018
FDA-2018-P-0034-0001_Citizen_Petition_from_Hyman__Phelps___McNamara.pdf,"January 2, 2018",Hyman  Phelps   McNamara,2018
FDA-2018-P-0097-0001_Citizen_Petition_from_Hyman__Phelps___McNamara.pdf,"January 5,2018",Hyman  Phelps   McNamara,2018
FDA-2018-P-0098-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,7/18/23,Lachman Consultant Services,2018
FDA-2018-P-0130-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"January 8, 2018",Lachman Consultant Services,2018
FDA-2018-P-0131-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"January 8, 2018",Lachman Consultant Services,2018
FDA-2018-P-0258-0001_Citizen_Petition_from_Gilman_Cheese_Corporation.pdf,JANUARY 2018,Gilman Cheese Corporation,2018
FDA-2018-P-0266-0001_Citizen_Petition_from_Arent_Fox_LLP.pdf,"January 16, 2018",Arent Fox LLP,2018
FDA-2018-P-0268-0001_Citizen_Petition_from_Arent_Fox_LLP.pdf,"January 16, 2018",Arent Fox LLP,2018
FDA-2018-P-0269-0001_Citizen_Petition_from_Arent_Fox_LLP.pdf,"January 16, 2018",Arent Fox LLP,2018
FDA-2018-P-0322-0001_Petition_for_Stay_of_Action_from_Commonwealth_Bran.pdf,"January 19, 2018",Commonwealth Bran,2018
FDA-2018-P-0327-0001_Citizen_Petition_Fresenius_KabiUSA__LLC.pdf,January 2018,,2018
FDA-2018-P-0339-0001_Citizen_Petition_from_Hahn_Loeser___Parks_LLP.pdf,"January 19, 2018",Hahn Loeser   Parks LLP,2018
FDA-2018-P-0343-0001_Citizen_Petition_from_Fish___Richardson_PC.pdf,"January 23, 2018",Fish   Richardson PC,2018
FDA-2018-P-0345-0001_Citizen_Petition_from_Macleods_Pharmaceuticals_Lim.pdf,"January 23, 2018",Macleods Pharmaceuticals Lim,2018
FDA-2018-P-0564-0001_Citizen_Petition_from_Panera_LLC.pdf,"January 18, 2018",Panera LLC,2018
FDA-2018-P-0597-0001_Citizen_Petition_from_the_Alliance_for_Natural_Hea.pdf,"February 7, 2018",the Alliance for Natural Hea,2018
FDA-2018-P-0598-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__PC.pdf,"February 7, 2018",Hyman  Phelps   McNamara  PC,2018
FDA-2018-P-0599-0001_Citizen_Petition_from_National_Pediculosis_Associa.pdf,"February 6, 2018",National Pediculosis Associa,2018
FDA-2018-P-0614-0001_Citizen_Petition_from_GeneYork_Pharmaceuticals_Gro.pdf,"February 7, 2018",GeneYork Pharmaceuticals Gro,2018
FDA-2018-P-0625-0001_Citizen_Petition_from_Made_in_the_USA_Foundation.pdf,"February 1, 2018",Made in the USA Foundation,2018
FDA-2018-P-0664-0001_Citizen_Petition_from_Prinston_Pharmaceutical_Inc_.pdf,"February 9, 2018",Prinston Pharmaceutical Inc,2018
FDA-2018-P-0673-0001_Citizen_Petition_from_Justice_for_Jake.pdf,8/14/18,Justice for Jake,2018
FDA-2018-P-0674-0001_Citizen_Petition_from_Medtech_Products_Inc.pdf,February 2018,Medtech Products Inc,2018
FDA-2018-P-0829-0001_Citizen_Petition_from_Prinston_Pharmaceutical_Inc_.pdf,"February 22, 2018",Prinston Pharmaceutical Inc,2018
FDA-2018-P-0870-0001_Citizen_Petition_from_LACHMAN_CONSULTANT_SERVICES_.pdf,"FEBRUARY 26, 2018",LACHMAN CONSULTANT SERVICES,2018
FDA-2018-P-0874-0001_Citizen_Petition_from_Bonumose_LLC.pdf,"February 22, 2018",Bonumose LLC,2018
FDA-2018-P-0874-0006_Appendix_5_re_Citizen_Petition_from_Bonumose_LLC.pdf,August 2013,Bonumose LLC,2018
FDA-2018-P-0874-0023_Amended_Citizen_Petition_from_Bonumose_LLC.pdf,"April 18, 2018",Bonumose LLC,2018
FDA-2018-P-0876-0001_Citizen_Petition_from_Hyman__Phelps___McNamara.pdf,"February 23, 2018",Hyman  Phelps   McNamara,2018
FDA-2018-P-0877-0001_Citizen_Petition_from_The_Food_Lawyers.pdf,"February 24, 2018",The Food Lawyers,2018
FDA-2018-P-0877-0006_Supplement_to_Citizen_Petition_Requesting_21_CFR_1.pdf,6/14/18,Citizen Petition Requesting 21 CFR 1,2018
FDA-2018-P-0878-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"February 26, 2018",Hyman  Phelps   McNamara  P,2018
FDA-2018-P-0884-0001_Citizen_Petition_from_Buchanan_Ingersoll___Rooney_.pdf,"February 26, 2018",Buchanan Ingersoll   Rooney,2018
FDA-2018-P-0945-0001_Citizen_Petition_from_Scott_Beach_Redacted.pdf,3/5/18,Scott Beach Redacted,2018
FDA-2018-P-0964-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC___Co.pdf,"March 2, 2018",Fresenius Kabi USA  LLC   Co,2018
FDA-2018-P-0967-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,"March 2, 2018",Fresenius Kabi USA  LLC,2018
FDA-2018-P-0998-0001_Citizen_Petition_from_Hyman_Phelps___McNamara_P_C_.pdf,"March 5,2018",Hyman Phelps   McNamara P C,2018
FDA-2018-P-1008-0001_Suitability_Petition_from_VPCI__Inc_.pdf,"March 5, 2018",VPCI  Inc,2018
FDA-2018-P-1014-0001_Citizen_Petition_from_Haynes_and_Boone_LLP.pdf,"March 6, 2018",Haynes and Boone LLP,2018
FDA-2018-P-1019-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"March 2, 2018",Lachman Consultant Services,2018
FDA-2018-P-1040-0001_Citizen_Petition_From_Joshua_Brooks_Redacted.pdf,3/8/18,Joshua Brooks Redacted,2018
FDA-2018-P-1068-0001_Citizen_Petition_from_Spear_Pharmaceuticals__Inc.pdf,"Jan. 18, 2018",Spear Pharmaceuticals  Inc,2018
FDA-2018-P-1099-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"March 12, 2018",Lachman Consultant Services,2018
FDA-2018-P-1173-0001_Citizen_Petition_from_the_Alliance_for_Natural_Hea.pdf,"March 15, 2018",the Alliance for Natural Hea,2018
FDA-2018-P-1174-0002_Citizen_Petition_from_Pharma_Regulatory_Consultant.pdf,"March 10, 2018",Pharma Regulatory Consultant,2018
FDA-2018-P-1185-0001_Suitability_Petition_from_Provetica_Animal_Health_.pdf,"March 12, 2018",Provetica Animal Health,2018
FDA-2018-P-1185-0005_Amended_Suitability_Petition_from_Provetica_Animal.pdf,"April 18, 2018",Provetica Animal,2018
FDA-2018-P-1185-0006_Amended_Suitability_Petition_from_Provetica_Animal.pdf,"May 22, 2018",Provetica Animal,2018
FDA-2018-P-1195-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__PC.pdf,"March 19, 2018",Hyman  Phelps   McNamara  PC,2018
FDA-2018-P-1195-0004_Citizen_Petition_Supplement__from_Hyman__Phelps___.pdf,"August 13, 2018",Hyman  Phelps,2018
FDA-2018-P-1195-0009_Petition_for_Reconsideration_and_Stay_Regarding_fr.pdf,"June 7, 2019",,2018
FDA-2018-P-1197-0001_Citizen_Petition_from_Exela_Pharma_Sciences.pdf,"March 19, 2018",Exela Pharma Sciences,2018
FDA-2018-P-1238-0001_Citizen_Petition_from_Lachman_Consultant_Services.pdf,"March 22, 2018",Lachman Consultant Services,2018
FDA-2018-P-1263-0001_Citizen_Petition_from_Kratz___Barry_LLP_on_behalf_.pdf,"March 26, 2018",Kratz   Barry LLP on behalf,2018
FDA-2018-P-1283-0001_Citizen_Petition_from_Sovereign_Pharmaceuticals_LL.pdf,"March 26, 2018",Sovereign Pharmaceuticals LL,2018
FDA-2018-P-1310-0001_Citizen_Petition_from_Vertice_Pharma_Management_Co.pdf,"March 28, 2018",Vertice Pharma Management Co,2018
FDA-2018-P-1335-0001_Citizen_Petition_form_Hyman__Phelps___McNamara__P_.pdf,"March 30, 2018",,2018
FDA-2018-P-1349-0001_Citizen_Petition_from_Douglass_Oeller_Consulting__.pdf,"March 19, 2018",Douglass Oeller Consulting,2018
FDA-2018-P-1349-0005_Amendments_to_Suitability_Petition__Revised_Dosage.pdf,"April 23, 2018",Suitability Petition  Revised Dosage,2018
FDA-2018-P-1351-0001_Citizen_Petition_from_Douglass_Oeller_Consulting__.pdf,"March 19, 2018",Douglass Oeller Consulting,2018
FDA-2018-P-1352-0001_Citizen_Petition_from_Douglass_Oeller_Consulting__.pdf,"March 19, 2018",Douglass Oeller Consulting,2018
FDA-2018-P-1361-0002_Citizen_Petition_from_Ajanta_Pharma_USA_Inc_.pdf,"April 02, 2018",Ajanta Pharma USA Inc,2018
FDA-2018-P-1441-0001_Citizen_Petition_from_Patients_for_Access_to_Advan.pdf,"April 8, 2018",Patients for Access to Advan,2018
FDA-2018-P-1448-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__PC.pdf,"April 9, 2018",Hyman  Phelps   McNamara  PC,2018
FDA-2018-P-1453-0001_Citizen_Petition_from_Spear_Pharmaceuticals__Inc.pdf,"April 9, 2018",Spear Pharmaceuticals  Inc,2018
FDA-2018-P-1469-0001_Citizen_Petition_from_Epstein_Becker___Green_PC___.pdf,"April 10, 2018",Epstein Becker   Green PC,2018
FDA-2018-P-1484-0001_Citizen_Petition_from_Macleods_Pharmaceuticals_Lim.pdf,"April 12, 2018",Macleods Pharmaceuticals Lim,2018
FDA-2018-P-1492-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"April 12, 2018",Lachman Consultant Services,2018
FDA-2018-P-1516-0001_Citizen_Petition_from_Encube_Ethicals_Private_Limi.pdf,"April 13, 2018",Encube Ethicals Private Limi,2018
FDA-2018-P-1531-0001_Petition_from_King___Spalding_LLP.pdf,"April 2, 2018",King   Spalding LLP,2018
FDA-2018-P-1532-0001_Petition_from_King___Spalding_LLP.pdf,"April 2, 2018",King   Spalding LLP,2018
FDA-2018-P-1593-0001_Citizen_Petition_from_Pete_and_Gerry_s_Organics_LL.pdf,"April 19, 2018",Pete and Gerry s Organics LL,2018
FDA-2018-P-1678-0001_Citizen_Petition_from__Mapi_USA__Inc.pdf,"April 27, 2018",Mapi USA  Inc,2018
FDA-2018-P-1698-0001_Suitability_Petition_from_Haynes_and_Boone__LLP.pdf,"May 1, 2018",Haynes and Boone  LLP,2018
FDA-2018-P-1719-0001_Citizen_petition_from_Sciarra_Laboratories__Inc.pdf,"May 2, 2018",Sciarra Laboratories  Inc,2018
FDA-2018-P-1720-0001_Citizen_Petition_from_Gland_Pharma_Limited.pdf,May 2018,Gland Pharma Limited,2018
FDA-2018-P-1734-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"May 3, 2018",Foley   Lardner LLP,2018
FDA-2018-P-1740-0001_Citizen_Petition_from_Provetica_Animal_Health_LLC.pdf,"May 2, 2018",Provetica Animal Health LLC,2018
FDA-2018-P-1740-0005_Amended_Citizen_Petition_from_Provetica_Animal_Hea.pdf,"July 16, 2018",Provetica Animal Hea,2018
FDA-2018-P-1751-0001_Citizen_Petition_from_RegCon_Solutions__LLC_.pdf,"May 4, 2018",RegCon Solutions  LLC,2018
FDA-2018-P-1760-0001_Citizen_Petition_from_Serenity_Pharmaceuticals__LL.pdf,May 2018,Serenity Pharmaceuticals  LL,2018
FDA-2018-P-1780-0001_Citizen_Petition_from_Pacira_Pharmaceuticals__Inc.pdf,"May 7, 2018",Pacira Pharmaceuticals  Inc,2018
FDA-2018-P-1808-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 8, 2018",Lachman Consultant Services,2018
FDA-2018-P-1846-0001_Citizen_Petition_from_Data_Based_Medicine_Americas.pdf,"May 10, 2018",Data Based Medicine Americas,2018
FDA-2018-P-1853-0001_Citizen_Petition_from_Aurobindo_Pharma_USA__Inc_.pdf,"May 10, 2018",Aurobindo Pharma USA  Inc,2018
FDA-2018-P-1869-0001_Citizen_Petition_from_Aurobindo_Pharma_USA_Inc.pdf,"May 11, 2018",Aurobindo Pharma USA Inc,2018
FDA-2018-P-1876-0001_Citizen_Petition_from_UIC_College_of_Pharmacy.pdf,May 2018,UIC College of Pharmacy,2018
FDA-2018-P-1877-0001_Citizen_Petition_from_Laurus_Labs.pdf,"May 14, 2018",Laurus Labs,2018
FDA-2018-P-1880-0001_Citizens_Petition_from_Louis_Morris_Aledort_MD_Red.pdf,"May 14, 2018",Louis Morris Aledort MD Red,2018
FDA-2018-P-1891-0001_Citizen_Petition_from_PuraCap_Pharmaceutical__LLC_.pdf,"May 11, 2018",PuraCap Pharmaceutical  LLC,2018
FDA-2018-P-1949-0001_Citizen_Petition_from_Avadel_Specialty_Pharmaceuti.pdf,May 2018,Avadel Specialty Pharmaceuti,2018
FDA-2018-P-1966-0001_Suitability_Petition_from_McNeely__Hare___War__LLP.pdf,"May 17, 2018",McNeely  Hare   War  LLP,2018
FDA-2018-P-1980-0001_Citizen_Petition__from_Foley___Lardner_LLP.pdf,"May 22, 2018",Foley   Lardner LLP,2018
FDA-2018-P-2025-0001_Citizen_Petition_from_Center_for_Biological_Divers.pdf,"May 24, 2018",Center for Biological Divers,2018
FDA-2018-P-2040-0001_Citizen_Petition_from_Jerry_Taylor_Reed_Redacted.pdf,"May 28, 2018",Jerry Taylor Reed Redacted,2018
FDA-2018-P-2050-0001_Citizen_Petition_from_SS_Formulations__LLC_.pdf,"May 29, 2018",SS Formulations  LLC,2018
FDA-2018-P-2073-0001_Citizen_Petition_from_LMS_Direct_Research_Foundati.pdf,"May 16, 2018",LMS Direct Research Foundati,2018
FDA-2018-P-2104-0001_Citizen_Petition_from_Nostrum_Pharmaceuticals__LLC.pdf,"May 31, 2018",Nostrum Pharmaceuticals  LLC,2018
FDA-2018-P-2175-0001_Citizen_Petition_from_Pharmalucence_Inc.pdf,"June 05, 2018",Pharmalucence Inc,2018
FDA-2018-P-2344-0001_Suitability_Petition_from_Noble_Pharma_LLC.pdf,"June 15, 2018",Noble Pharma LLC,2018
FDA-2018-P-2344-0005_Amendments_to_Suitability_Petition_from_Noble_Phar.pdf,"August 9, 2018",Noble Phar,2018
FDA-2018-P-2361-0001_Citizen_Petition_from_BF_Innovation_Inc____on_beha.pdf,June 2018,BF Innovation Inc    on beha,2018
FDA-2018-P-2362-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"June 18, 2018",Lachman Consultant Services,2018
FDA-2018-P-2407-0001_Citizen_Petition_from_Ray_Law_Firm__PLLC.pdf,"June 14, 2018",Ray Law Firm  PLLC,2018
FDA-2018-P-2408-0001_Citizen_Petition_from_Public_Citizen.pdf,"June 21, 2018",Public Citizen,2018
FDA-2018-P-2506-0001_Citizen_Petition_from_K_L_Gates_LLP.pdf,"June 27, 2016",K L Gates LLP,2018
FDA-2018-P-2720-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"July 13, 2018",Hyman  Phelps   McNamara  P,2018
FDA-2018-P-2749-0001_Citizen_Petition_from_Anne_A__Shirinian_Orlando_Re.pdf,"July 13, 2018",Anne A  Shirinian Orlando Re,2018
FDA-2018-P-2754-0001_Citizen_Petition_from_Ascend_Laboratories_LLC.pdf,"July 17,2018",Ascend Laboratories LLC,2018
FDA-2018-P-2755-0001_Citizen_Petition_from_Ascend_Laboratories__LLC.pdf,"July 18, 2018",Ascend Laboratories  LLC,2018
FDA-2018-P-2838-0001_Citizen_Petition_from_Public_Citizen_s_Health_Rese.pdf,"July 23, 2018",Public Citizen s Health Rese,2018
FDA-2018-P-2851-0001_Citizen_Petition_from_Pharmaceutical_Manufacturing.pdf,"July 23, 2018",Pharmaceutical Manufacturing,2018
FDA-2018-P-2862-0001_Citizen_Petition_from_Lupin_Pharmaceuticals__Inc.pdf,"July 23, 2018",Lupin Pharmaceuticals  Inc,2018
FDA-2018-P-2901-0001_Citizen_Petition_from_Yiling_Pharmaceutical_Ltd.pdf,"July 26, 2018",Yiling Pharmaceutical Ltd,2018
FDA-2018-P-2962-0001_Citizen_Petition_from_Americans_for_Homeopathy_Cho.pdf,"July 25, 2018",Americans for Homeopathy Cho,2018
FDA-2018-P-2985-0001_Citizen_Petition_from_Norbrook_Inc_.pdf,"July 26, 2018",Norbrook Inc,2018
FDA-2018-P-2985-0006_Amendment_to_Citizen_Petition_from_Norbrook_Inc_.pdf,"September 12, 2018",Norbrook Inc,2018
FDA-2018-P-2997-0003_Citizen_Petition_from_New_Civil_Liberties_Alliance.pdf,"July 31, 2018",New Civil Liberties Alliance,2018
FDA-2018-P-3076-0001_Citizen_Petition_from_Dr__Joseph_Purita_Redacted.pdf,"July 23, 2018",Dr  Joseph Purita Redacted,2018
FDA-2018-P-3102-0001_Citizen_Petition_From_Richard_M__Fleming_Redacted.pdf,July 2018,Richard M  Fleming Redacted,2018
FDA-2018-P-3139-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"August 10, 2018",Hyman  Phelps   McNamara  P,2018
FDA-2018-P-3176-0001_Citizen_Petition_from_Medefil_Inc_1.pdf,"August 15, 2018",Medefil Inc 1,2018
FDA-2018-P-3176-0006_Petition_Reconsideration_from_Medefil__Inc_.pdf,"January 14, 2025",Medefil  Inc,2018
FDA-2018-P-3211-0001_Citizen_Petition_from_Aurora_Pharmaceutical_LLC.pdf,August 2018,Aurora Pharmaceutical LLC,2018
FDA-2018-P-3222-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"August 17, 2018",Foley   Lardner LLP,2018
FDA-2018-P-3266-0001_Citizen_Petition_from_Haynes_and_Boone__LLP___Reda.pdf,"August 22, 201",Haynes and Boone  LLP   Reda,2018
FDA-2018-P-3281-0001_Citizen_Petition_from_Pfizer_Inc.pdf,"August 22, 2018",Pfizer Inc,2018
FDA-2018-P-3284-0001_Citizen_Petition_from_Keryx_Biopharmaceuticals__In.pdf,"August 23, 2018",Keryx Biopharmaceuticals  In,2018
FDA-2018-P-3284-0023_Petition_for_Reconsideration_from_Hogan_Lovells_US.pdf,"February 19, 2019",Hogan Lovells US,2018
FDA-2018-P-3325-0001_Citizen_Petition_from_Pfizer_Inc.pdf,"August 29, 2018",Pfizer Inc,2018
FDA-2018-P-3327-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__PC.pdf,"August 30, 2018",Hyman  Phelps   McNamara  PC,2018
FDA-2018-P-3354-0001_Citizen_Petition_from_International_Contrast_Ultra.pdf,"August 29, 2018",International Contrast Ultra,2018
FDA-2018-P-3354-0018_Citizen_Petition_from_International_Contrast_Ultra.pdf,"August 31, 2020",International Contrast Ultra,2018
FDA-2018-P-3355-0003_Citizen_Petition_from_Oregon_Pain_Guidance.pdf,"August 13, 2018",Oregon Pain Guidance,2018
FDA-2018-P-3372-0001_Citizen_Petition_from_Ohio_State_University.pdf,8/13/18,Ohio State University,2018
FDA-2018-P-3382-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,"September 6, 2018",Fresenius Kabi USA  LLC,2018
FDA-2018-P-3401-0001_Citizen_Petition_from_Novo_Nordisk_Inc_.pdf,"September 05, 2018",Novo Nordisk Inc,2018
FDA-2018-P-3412-0001_Citizen_Petition_from_Aurolife_Pharma_LLC.pdf,"September 06, 2018",Aurolife Pharma LLC,2018
FDA-2018-P-3413-0001_Citizen_Petition_from_Pharmaceutical_R_D_and_QA_Co.pdf,"September 10, 2018",Pharmaceutical R D and QA Co,2018
FDA-2018-P-3422-0001_Citizen_Petition_from_Novitium_Pharma_LLC_.pdf,"September 6, 2018",Novitium Pharma LLC,2018
FDA-2018-P-3426-0001_Citizen_Petition_from_Pharmax_Group__Inc.pdf,"September 10, 2018",Pharmax Group  Inc,2018
FDA-2018-P-3535-0001_Petition_from_Norbrook_Laboratories_Limited.pdf,"September 17, 2018",Norbrook Laboratories Limited,2018
FDA-2018-P-3535-0006_Amendment_to_Suitability_Petition_FDA_2018_P_3535_.pdf,"November 12, 2018",Suitability Petition FDA 2018 P 3535,2018
FDA-2018-P-3545-0001_Citizen_Petition_from_Arnall_Golden_Gregory__LLP.pdf,"September 12, 2018",Arnall Golden Gregory  LLP,2018
FDA-2018-P-3597-0001_Citizen_Petition_from_Arent_Fox_LLP.pdf,"September 21, 2018",Arent Fox LLP,2018
FDA-2018-P-3599-0001_Citizen_Petition_from_AuroMedics_Pharma_LLC.pdf,"September 21, 2018",AuroMedics Pharma LLC,2018
FDA-2018-P-3616-0001_Citizen_Petition_from_Suven_Life_Sciences_Limited.pdf,"September 26, 2018",Suven Life Sciences Limited,2018
FDA-2018-P-3640-0001_Citizen_Petition_from_Information_Technology_and_I.pdf,"September 24, 2018",Information Technology and I,2018
FDA-2018-P-3666-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,September 2018,Fresenius Kabi USA  LLC,2018
FDA-2018-P-3672-0001_Citizen_Petition_from_Zoetis_Inc_.pdf,"September 25, 2018",Zoetis Inc,2018
FDA-2018-P-3691-0001_Citizen_Petition_from_Avanthi__LLC_.pdf,"September 27, 2018",Avanthi  LLC,2018
FDA-2018-P-3709-0001_Citizen_Petition_from_Jennifer_Nelson_Redacted.pdf,"September 28, 2018",Jennifer Nelson Redacted,2018
FDA-2018-P-3709-0004_Addendum_to_Citizen_Petition_from_Jennifer_Nelson_.pdf,"October 26, 2018",Jennifer Nelson,2018
FDA-2018-P-3730-0001_Citizen_Petition_from_Aizant_Drug_Research_Solutio.pdf,"October 01, 2018",Aizant Drug Research Solutio,2018
FDA-2018-P-3742-0001_Citizen_Petition_from_Pharmacmechanics.pdf,"October 1, 2018",Pharmacmechanics,2018
FDA-2018-P-3746-0001_Citizen_Petition_from_BF_Innovation_Inc_on_behalf_.pdf,"October 01, 2018",BF Innovation Inc on behalf,2018
FDA-2018-P-3770-0001_Citizen_Petition_from_Luitpold_Pharmaceuticals_Inc.pdf,"September 4, 2018",Luitpold Pharmaceuticals Inc,2018
FDA-2018-P-3786-0001_Citizen_Petition_from_Hyman__Phelps___McNamara_PC.pdf,"October 3,2018",Hyman  Phelps   McNamara PC,2018
FDA-2018-P-3806-0001_Citizen_Petition_from_Greg_Grillo_Redacted.pdf,August 2017,Greg Grillo Redacted,2018
FDA-2018-P-3825-0001_Citizen_Petition_from_Pei_Wei_Asian_Diner__LLC_.pdf,"October 8, 2018",Pei Wei Asian Diner  LLC,2018
FDA-2018-P-3843-0001_Citizen_Petition_from_Hooman_Noorchashm_Readacted.pdf,December 2013,Hooman Noorchashm Readacted,2018
FDA-2018-P-3861-0001_Citizen_Petition_from_Innogenix_LLC.pdf,"October 11, 2018",Innogenix LLC,2018
FDA-2018-P-3883-0001_Citizen_Petition_from_Foley___Lardner_LLP.pdf,"October 11, 2018",Foley   Lardner LLP,2018
FDA-2018-P-3896-0001_Citizen_Petition_from_Chul_Hi_Park_Ph_D___Redacted.pdf,"October 14, 2018",Chul Hi Park Ph D   Redacted,2018
FDA-2018-P-3933-0001_Citizen_Petition_from_Fresenius_Kabi_USA_LLC.pdf,October 2018,Fresenius Kabi USA LLC,2018
FDA-2018-P-3949-0001_Citizens_Petition_from_Lachman_Consultant_Services.pdf,"October 17, 2018",Lachman Consultant Services,2018
FDA-2018-P-3951-0001_Citizen_Petition_from_Chul_Hi_Park_Redacted.pdf,"October 18, 2018",Chul Hi Park Redacted,2018
FDA-2018-P-4088-0001_Citizen_Petition_from_Data_Based_Medicine_Americas.pdf,"October 26, 2018",Data Based Medicine Americas,2018
FDA-2018-P-4143-0001_Citizen_Petition_from_University_of_Toledo.pdf,10/31/2018,University of Toledo,2018
FDA-2018-P-4281-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,"November 7, 2018",Fresenius Kabi USA  LLC,2018
FDA-2018-P-4281-0004_Attachment_2___Amendment_to_Suitability_Petition_f.pdf,"November 7, 2018",Suitability Petition f,2018
FDA-2018-P-4281-0005_Attachment_3___Amendment_to_Suitability_Petition_f.pdf,"November 7, 2018",Suitability Petition f,2018
FDA-2018-P-4306-0001_Citizen_Petition_from_Jill_H__Osborne_Redacted.pdf,"November 8, 2018",Jill H  Osborne Redacted,2018
FDA-2018-P-4338-0001_Citizen_Petition_from_PMRS.pdf,"November 13, 2018",PMRS,2018
FDA-2018-P-4340-0001_Citizen_Petition_from_Freyr_Inc_.pdf,"November 14, 2018",Freyr Inc,2018
FDA-2018-P-4454-0001_Citizen_Petition_from_Bonumose_LLC.pdf,"November 19, 2018",Bonumose LLC,2018
FDA-2018-P-4490-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"November 21, 2018",Hyman  Phelps   McNamara  P,2018
FDA-2018-P-4549-0001_Citizen_Petition_from_Unichem_Pharmaceuticals__USA.pdf,"November 28, 2018",Unichem Pharmaceuticals  USA,2018
FDA-2018-P-4590-0001_Citizen_Petition_from_Ascend_Laboratories__LLC.pdf,"November 30, 2018",Ascend Laboratories  LLC,2018
FDA-2018-P-4591-0001_Citizen_Petition_from_International_Maple_Syrup_In.pdf,"Mar. 15, 1977",International Maple Syrup In,2018
FDA-2018-P-4642-0001_Citizen_Petition_from_Provetica_Animal_Health_LLC.pdf,"November 20, 2018",Provetica Animal Health LLC,2018
FDA-2018-P-4656-0001_Citizen_Petition_from_Animal_Legal_Defense_Fund.pdf,"December 6, 2018",Animal Legal Defense Fund,2018
FDA-2018-P-4661-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"December 6, 2018",Hyman  Phelps   McNamara  P,2018
FDA-2018-P-4664-0001_Citizen_Petition_from_Fresenius_Kabi_USA__LLC.pdf,December 2018,Fresenius Kabi USA  LLC,2018
